trial_id,title,status,phase,enrollment,enrollment_type,study_type,sponsor,sponsor_class,eligibility_words,start_date,completion_date
NCT07448493,Local Treatment Strategies for Brain Metastases of Gastric and Esophageal Cancer,ACTIVE_NOT_RECRUITING,,230.0,,OBSERVATIONAL,Blokhin's Russian Cancer Research Center,,174,2026-02-01,
NCT04409314,Hypoxia-Specific Imaging to Predict Outcomes of Chimeric Antigen Receptor T-cell Therapy,COMPLETED,,23.0,,OBSERVATIONAL,"University of California, San Francisco",,132,2020-04-16,
NCT05186116,LDLT in Non Resectable Colo-rectal Cancer Liver Metastasis,RECRUITING,NA,25.0,,INTERVENTIONAL,Azienda Ospedaliero-Universitaria di Modena,,257,2022-01-01,
NCT02866916,Study of SXL01 in Patients With Metastatic Castration-Resistant Prostate Cancer (PROSTIRNA),WITHDRAWN,PHASE1,0.0,,INTERVENTIONAL,Institut Claudius Regaud,,652,2017-09,
NCT01269216,A Study of Neoadjuvant Chemoradiotherapy With 5-FU/Leucovorin (FL) vs. TS-1/Irinotecan in Patients With Locally Advanced Rectal Cancer,COMPLETED,PHASE2,136.0,,INTERVENTIONAL,Yonsei University,,338,2008-10,
NCT05612204,Evaluation of Targeted Prostate Biopsies Under MRI: Tolerance and Contribution in the Therapeutic Decision - Exploratory Study,UNKNOWN,NA,50.0,,INTERVENTIONAL,GCS Ramsay Santé pour l'Enseignement et la Recherche,,144,2022-11-21,
NCT02132884,Genetic Sequencing-Informed Targeted Therapy in Treating Patients With Stage IIIB-IV Non-small Cell Lung Cancer,TERMINATED,NA,1.0,,INTERVENTIONAL,Fox Chase Cancer Center,,443,2015-03,
NCT03142633,MicroRNA as Biomarkers for Development of Metabolic Syndrome in Women With Polycystic Ovary Syndrome,COMPLETED,,55.0,,OBSERVATIONAL,Holbaek Sygehus,,60,2016-09-09,
NCT01622933,Multiple Antigen-Engineered DC Vaccine for Melanoma,COMPLETED,PHASE1,35.0,,INTERVENTIONAL,"Lisa H. Butterfield, Ph.D.",,482,2012-06,
NCT03669952,Study of the Influence of Ductal Carcinoma in Situ on the Outcome of Invasive Breast Cancer,COMPLETED,,464.0,,OBSERVATIONAL,Omphis Foundation,,34,2010-01-01,
NCT02715752,A Retrospective Chart Review Study of Gene-Eden-VIR/Novirin,COMPLETED,,1000.0,,OBSERVATIONAL,The Center for the Biology of Chronic Disease,,25,2016-01,
NCT00707252,Study of Polyphenon E in Addition to Erlotinib in Advanced Non Small Cell Lung Cancer,TERMINATED,PHASE1,11.0,,INTERVENTIONAL,Louisiana State University Health Sciences Center Shreveport,,388,2008-01,
NCT03050047,A Multicenter Open-Label Single-Arm Multi-Cohort Phase I Study of BCD-100 in Patients With Advanced Solid Tumors,UNKNOWN,PHASE1,15.0,,INTERVENTIONAL,Biocad,,636,2016-08-30,
NCT02129647,Study of Axitinib in Patients With Neurofibromatosis Type 2 and Progressive Vestibular Schwannomas,COMPLETED,PHASE2,13.0,,INTERVENTIONAL,NYU Langone Health,,762,2014-04,
NCT04955938,"A Study of Fedratinib With IDH Inhibition in Advanced-Phase, IDH-Mutated Ph-Negative Myeloproliferative Neoplasms",WITHDRAWN,PHASE1,0.0,,INTERVENTIONAL,University of Chicago,,802,2021-10-29,
NCT04408638,A Phase III Study Evaluating Glofitamab in Combination With Gemcitabine + Oxaliplatin vs Rituximab in Combination With Gemcitabine + Oxaliplatin in Participants With Relapsed/Refractory Diffuse Large B-Cell Lymphoma,ACTIVE_NOT_RECRUITING,PHASE3,270.0,,INTERVENTIONAL,Hoffmann-La Roche,,692,2021-02-23,
NCT01276938,Exclusive Intraoperative Radiation Therapy for Breast Cancer,COMPLETED,"PHASE2, PHASE3",40.0,,INTERVENTIONAL,"IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",,131,2009-04,
NCT05590949,Observational Study of Bone Complications in People With Post-menopausal Breast Cancer Who Have Stopped Treatment With Denosumab and Aromatase Inhibitors,RECRUITING,,100.0,,OBSERVATIONAL,Memorial Sloan Kettering Cancer Center,,115,2022-10-18,
NCT01676558,A Phase II Study of 131I-rituximab for Relapsed/Refractory Diffuse Large B Cell Lymphoma (DLBCL),UNKNOWN,PHASE2,24.0,,INTERVENTIONAL,Korea Cancer Center Hospital,,280,2012-06,
NCT05142358,A Prospective Study to Evaluate Continuous Positive Airway Pressure Devices to Reduce Pulmonary Dose,COMPLETED,NA,8.0,,INTERVENTIONAL,Case Comprehensive Cancer Center,,55,2022-10-19,
NCT04248348,Metaxa Hospital THromboprophylaxis Program in Oncological & Surgical Patients,UNKNOWN,,600.0,,OBSERVATIONAL,Metaxa Hospital,,86,2018-12-01,
NCT04029948,Laser vs. Electorsurgical Enbloc Resection of Bladder Tumours,UNKNOWN,NA,100.0,,INTERVENTIONAL,Mansoura University,,79,2019-07-01,
NCT04647981,Diagnostic Performance Evaluation Study of the Xpert® Bladder Cancer Monitor Test.,COMPLETED,,320.0,,OBSERVATIONAL,Clinique Beau Soleil,,179,2019-05-22,
NCT06207981,Phase III Study Evaluating Induction Chemotherapy Followed by Chemoradiotherapy Compared to Standard Chemoradiotherapy for Locally Advanced SCCA,RECRUITING,PHASE3,310.0,,INTERVENTIONAL,Federation Francophone de Cancerologie Digestive,,439,2024-02-26,
NCT05554419,"Testing the Use of Combination Therapy in Patients With Persistent Low Level Acute Myeloid Leukemia Following Initial Treatment, The ERASE Study (A MyeloMATCH Treatment Trial)",NOT_YET_RECRUITING,PHASE2,184.0,,INTERVENTIONAL,National Cancer Institute (NCI),,887,2026-07-01,
NCT03648619,"Automatized ""Semi-Whole-Body""-MRI Protocol for Cancer Staging",TERMINATED,NA,10.0,,INTERVENTIONAL,Kantonsspital Baden,,55,2017-09-01,
NCT00312819,Initial Assessment of the Effect of the Addition of Disulfiram (Antabuse) to Standard Chemotherapy in Lung Cancer,COMPLETED,"PHASE2, PHASE3",60.0,,INTERVENTIONAL,Hadassah Medical Organization,,43,2006-03,
NCT01386619,NK DLI in Patients After Human Leukocyte Antigen (HLA)-Haploidentical Hematopoietic Stem Cell Transplantation (HSCT),COMPLETED,"PHASE1, PHASE2",15.0,,INTERVENTIONAL,"University Hospital, Basel, Switzerland",,49,2004-01,
NCT06344130,Hypofractionation Trial of Re-irradiation in Good Prognosis Recurrent Glioblastoma,RECRUITING,PHASE1,28.0,,INTERVENTIONAL,National Cancer Institute (NCI),,340,2024-10-01,
NCT00394628,AQ4N in Combination With Radiotherapy and Temozolomide in Subjects With Newly Diagnosed Glioblastoma Multiforme,UNKNOWN,"PHASE1, PHASE2",60.0,,INTERVENTIONAL,Novacea,,433,2006-10,
NCT03609528,CamPROBE: Developing a Safer and Simple Device for Local Anaesthetic Transperineal Prostate Biopsies,COMPLETED,NA,40.0,,INTERVENTIONAL,Cambridge University Hospitals NHS Foundation Trust,,106,2019-02-15,
NCT01008865,A Comparison of the Studer Pouch Versus the T-Pouch Orthotopic Neobladder Urinary Diversion in Bladder Cancer Patients,COMPLETED,NA,529.0,,INTERVENTIONAL,University of Southern California,,207,2002-01-04,
NCT02169765,HR Versus RFA for Early Stage HCC,UNKNOWN,PHASE3,120.0,,INTERVENTIONAL,Guangxi Medical University,,354,2020-08-01,
NCT06799065,"First-in-Human Study of ATX-295, an Oral Inhibitor of KIF18A, in Patients With Advanced or Metastatic Solid Tumors, Including Ovarian Cancer",RECRUITING,PHASE1,90.0,,INTERVENTIONAL,Accent Therapeutics,,265,2025-03-21,
NCT05480865,SHP2 Inhibitor BBP-398 in Combination With Sotorasib in Patients With Advanced Solid Tumors and a KRAS-G12C Mutation,TERMINATED,PHASE1,28.0,,INTERVENTIONAL,"Navire Pharma Inc., a BridgeBio company",,181,2022-07-06,
NCT04702165,Image - Navigated Resection of Lung Nodules,COMPLETED,"PHASE1, PHASE2",25.0,,INTERVENTIONAL,"Navigation Sciences, Inc.",,129,2021-06-03,
NCT03285867,Liver Stiffness Measurement (LSM) in Predicting Progress of Liver Fibrosis After TACE for Hepatocellular Carcinoma,UNKNOWN,,200.0,,OBSERVATIONAL,"Nanfang Hospital, Southern Medical University",,67,2018-06-25,
NCT01980667,Study of Lurbinectedin (PM01183) in Combination With Cisplatin in Patients With Solid Tumors,COMPLETED,PHASE1,41.0,,INTERVENTIONAL,PharmaMar,,301,2014-07-30,
NCT00637767,High-Dose Melphalan With or Without Radiolabeled Monoclonal Antibody in Treating Patients With Multiple Myeloma Undergoing an Autologous Stem Cell Transplant,TERMINATED,PHASE2,25.0,,INTERVENTIONAL,University of Southampton,,396,2007-12-01,
NCT04524000,Study Assessing the Efficacy and Safety of Treatment With Alpelisib Plus Fulvestrant in Japanese Men and Postmenopausal Women With Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,24.0,,INTERVENTIONAL,Novartis Pharmaceuticals,,331,2021-01-08,
NCT00690300,Docetaxel Plus Oxaliplatin as Therapy in Patients With Pancreatic Cancer,UNKNOWN,PHASE2,44.0,,INTERVENTIONAL,University of Ulm,,271,2008-01,
NCT01271907,Drosophila-generated CTL,TERMINATED,PHASE2,3.0,,INTERVENTIONAL,National Cancer Institute (NCI),,568,2011-04-15,
NCT03828292,"An Open-label, Dose Escalation Study in Japanese Participants With Relapsed/Refractory Multiple Myeloma Who Have Failed Prior Anti Myeloma Treatments",COMPLETED,PHASE1,15.0,,INTERVENTIONAL,GlaxoSmithKline,,1502,2019-03-14,
NCT06946836,"Comparison of Neoadjuvant Cadonilimab Versus Chemotherapy Combined With PD-1 in the Treatment of Resectable Non-Small Cell Lung Cancer With High PD-L1 Expression: A Single-Center, Randomized, Exploratory Clinical Study",NOT_YET_RECRUITING,PHASE2,80.0,,INTERVENTIONAL,"Shanghai Pulmonary Hospital, Shanghai, China",,339,2025-04-21,
NCT02689271,CombIning advaNces in imagiNg With biOmarkers for improVed Diagnosis of Aggressive prosTate cancEr,COMPLETED,,365.0,,OBSERVATIONAL,"University College, London",,82,2016-04,
NCT03407144,Safety and Efficacy of Pembrolizumab (MK-3475) in Children and Young Adults With Classical Hodgkin Lymphoma (MK-3475-667/KEYNOTE-667),ACTIVE_NOT_RECRUITING,PHASE2,340.0,,INTERVENTIONAL,Merck Sharp & Dohme LLC,,600,2018-04-09,
NCT00210834,"An Efficacy and Safety Study of Epoetin Alfa (PROCRIT) Initiated at 40,000 Units Every Week Versus 80,000 Units Every Two Weeks in Anemic Patients With Cancer Receiving Chemotherapy.",COMPLETED,PHASE2,310.0,,INTERVENTIONAL,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",,120,2004-05,
